D:\Cambridge\Election2007\School\Wednesday\School Ballot Allocation Report


000101-00-0003: Fantini, Alfred B.
000903-00-0388: Nolan, Patricia M.
000903-00-0390: Fantini, Alfred B.
000903-00-0392: Fantini, Alfred B.
000903-00-0395: Tauber, Nancy
000903-00-0397: Fantini, Alfred B.
000903-00-0399: Fantini, Alfred B.
000903-00-0401: Fantini, Alfred B.
000903-00-0402: Schuster, Luc
000903-00-0404: McGovern, Marc C.
000903-00-0406: Grassi, Joseph G.
000903-00-0407: Fantini, Alfred B.
000903-00-0409: Nolan, Patricia M.
000903-00-0411: Fantini, Alfred B.
000903-00-0414: Grassi, Joseph G.
000903-00-0416: McGovern, Marc C.
000903-00-0417: Fantini, Alfred B.
000903-00-0419: Fantini, Alfred B.
000903-00-0422: Fantini, Alfred B.
000903-00-0424: Grassi, Joseph G.
000903-00-0426: EXHAUSTED PILE
000903-00-0427: EXHAUSTED PILE
000903-00-0430: Tauber, Nancy
000903-00-0432: EXHAUSTED PILE
000903-00-0434: Schuster, Luc
000903-00-0435: Fantini, Alfred B.
000903-00-0438: EXHAUSTED PILE
000903-00-0441: Fantini, Alfred B.
000903-00-0442: Fantini, Alfred B.
000903-00-0443: EXHAUSTED PILE
000903-00-0446: Fantini, Alfred B.
000903-00-0448: Fantini, Alfred B.
000903-00-0449: Grassi, Joseph G.
000903-00-0452: Fantini, Alfred B.
000903-00-0454: Grassi, Joseph G.
000903-00-0456: Grassi, Joseph G.
000903-00-0458: Fantini, Alfred B.
000903-00-0461: Fantini, Alfred B.
000903-00-0462: Grassi, Joseph G.
000903-00-0464: Fantini, Alfred B.
000903-00-0466: Fantini, Alfred B.
000903-00-0468: McGovern, Marc C.
000903-00-0470: Fantini, Alfred B.
000903-00-0471: Tauber, Nancy
000903-00-0473: Fantini, Alfred B.
000903-00-0476: Fantini, Alfred B.
000903-00-0477: Fantini, Alfred B.
000903-00-0478: Fantini, Alfred B.
000903-00-0479: McGovern, Marc C.
000903-00-0480: Grassi, Joseph G.
000903-00-0483: Nolan, Patricia M.
000903-00-0485: Nolan, Patricia M.
000903-00-0487: McGovern, Marc C.
000903-00-0488: McGovern, Marc C.
000903-00-0491: Tauber, Nancy
000903-00-0492: Grassi, Joseph G.
000903-00-0494: Grassi, Joseph G.
000903-00-0497: Grassi, Joseph G.
000903-00-0498: Nolan, Patricia M.
000903-00-0501: Nolan, Patricia M.
000903-00-0504: Fantini, Alfred B.
000903-00-0505: Schuster, Luc
000903-00-0506: EXHAUSTED PILE
000903-00-0508: Schuster, Luc
000903-00-0509: Fantini, Alfred B.
000903-00-0512: Fantini, Alfred B.
000903-00-0514: Schuster, Luc
000903-00-0515: Fantini, Alfred B.
000903-00-0518: Fantini, Alfred B.
000903-00-0520: Fantini, Alfred B.
000903-00-0526: Tauber, Nancy
000903-00-0528: Grassi, Joseph G.
000903-00-0530: Grassi, Joseph G.
000903-00-0533: Nolan, Patricia M.
000903-00-0535: Fantini, Alfred B.
000903-00-0537: Tauber, Nancy
000903-00-0539: Nolan, Patricia M.
000903-00-0541: Fantini, Alfred B.
000903-00-0543: Tauber, Nancy
000903-00-0545: Nolan, Patricia M.
000903-00-0547: Grassi, Joseph G.
000903-00-0549: Nolan, Patricia M.
000903-00-0551: Fantini, Alfred B.
000903-00-0552: Fantini, Alfred B.
000903-00-0553: Nolan, Patricia M.
000903-00-0556: Nolan, Patricia M.
000903-00-0558: McGovern, Marc C.
000903-00-0562: Fantini, Alfred B.
000903-00-0564: Nolan, Patricia M.
000903-00-0566: Grassi, Joseph G.
000903-00-0568: Fantini, Alfred B.
000903-00-0569: Grassi, Joseph G.
000903-00-0571: Schuster, Luc
000903-00-0573: Grassi, Joseph G.
000903-00-0576: Grassi, Joseph G.
000903-00-0578: Fantini, Alfred B.
000903-00-0580: Tauber, Nancy
000903-00-0581: McGovern, Marc C.
000903-00-0584: McGovern, Marc C.
000903-00-0586: Tauber, Nancy
000903-00-0587: Fantini, Alfred B.
000903-00-0589: Tauber, Nancy
000903-00-0591: Tauber, Nancy
000903-00-0593: McGovern, Marc C.
000903-00-0596: McGovern, Marc C.
000903-00-0597: EXHAUSTED PILE
000903-00-0600: Grassi, Joseph G.
000903-00-0602: Schuster, Luc
000903-00-0605: Fantini, Alfred B.
000903-00-0606: Fantini, Alfred B.
000903-00-0607: Fantini, Alfred B.
000903-00-0608: Nolan, Patricia M.
000903-00-0610: EXHAUSTED PILE
000903-00-0614: Nolan, Patricia M.
000903-00-0616: Fantini, Alfred B.
000903-00-0618: Fantini, Alfred B.
000903-00-0620: Tauber, Nancy
000903-00-0622: McGovern, Marc C.
000903-00-0623: Fantini, Alfred B.
000903-00-0626: EXHAUSTED PILE
000903-00-0627: Schuster, Luc
000903-00-0628: McGovern, Marc C.
000903-00-0631: Schuster, Luc
000903-00-0633: Schuster, Luc
000903-00-0637: Tauber, Nancy
000903-00-0639: EXHAUSTED PILE
000903-00-0641: McGovern, Marc C.
000903-00-0642: McGovern, Marc C.
000903-00-0644: Fantini, Alfred B.
000903-00-0647: McGovern, Marc C.
000903-00-0648: Grassi, Joseph G.
000903-00-0651: EXHAUSTED PILE
000903-00-0653: Fantini, Alfred B.
000903-00-0654: Grassi, Joseph G.
000903-00-0658: Schuster, Luc
000903-00-0659: Grassi, Joseph G.
000903-00-0660: Nolan, Patricia M.
000903-00-0663: Grassi, Joseph G.
000903-00-0664: Fantini, Alfred B.
000903-00-0666: Tauber, Nancy
000903-00-0667: Grassi, Joseph G.
000903-00-0669: Schuster, Luc
000903-00-0671: Fantini, Alfred B.
000903-00-0674: Grassi, Joseph G.
000903-00-0676: Tauber, Nancy
000903-00-0679: Fantini, Alfred B.
000903-00-0681: Fantini, Alfred B.
000903-00-0683: McGovern, Marc C.
000903-00-0684: Fantini, Alfred B.
000903-00-0686: Tauber, Nancy
000903-00-0688: Grassi, Joseph G.
000903-00-0690: Fantini, Alfred B.
000903-00-0693: Nolan, Patricia M.
000903-00-0694: Grassi, Joseph G.
000903-00-0697: Fantini, Alfred B.
000903-00-0698: Fantini, Alfred B.
000903-00-0700: Fantini, Alfred B.
000903-00-0703: McGovern, Marc C.
000903-00-0705: Fantini, Alfred B.
000903-00-0707: McGovern, Marc C.
000903-00-0709: Grassi, Joseph G.
000903-00-0711: Tauber, Nancy
000903-00-0712: Fantini, Alfred B.
000903-00-0715: Fantini, Alfred B.
000903-00-0716: Grassi, Joseph G.
000903-00-0718: Fantini, Alfred B.
000903-00-0720: Schuster, Luc
000903-00-0722: McGovern, Marc C.
000903-00-0725: Schuster, Luc
000903-00-0726: McGovern, Marc C.
000903-00-0729: Grassi, Joseph G.
000903-00-0731: Grassi, Joseph G.
000903-00-0733: Grassi, Joseph G.
000903-00-0734: Fantini, Alfred B.
000903-00-0736: Fantini, Alfred B.
000903-00-0738: EXHAUSTED PILE
000903-00-0740: EXHAUSTED PILE
000903-00-0742: EXHAUSTED PILE
000903-00-0744: Tauber, Nancy
000903-00-0746: McGovern, Marc C.
000903-00-0748: McGovern, Marc C.
000903-00-0750: Grassi, Joseph G.
000903-00-0752: Nolan, Patricia M.
000903-00-0754: Grassi, Joseph G.
000903-00-0756: Nolan, Patricia M.
000903-00-0758: Grassi, Joseph G.
000903-00-0760: Fantini, Alfred B.
000903-00-0761: Fantini, Alfred B.
000903-00-0763: McGovern, Marc C.
000903-00-0765: Nolan, Patricia M.
000903-00-0767: Nolan, Patricia M.
000903-00-0770: Grassi, Joseph G.
000903-00-0772: Fantini, Alfred B.
000903-00-0773: Fantini, Alfred B.
000903-00-0777: Nolan, Patricia M.
000903-00-0778: McGovern, Marc C.
000903-00-0779: McGovern, Marc C.
000903-00-0780: Fantini, Alfred B.
000903-00-0782: Schuster, Luc
000903-00-0785: Fantini, Alfred B.
000903-00-0787: Nolan, Patricia M.
000903-00-0789: Schuster, Luc
000903-00-0791: Grassi, Joseph G.
000903-00-0793: Fantini, Alfred B.
000903-00-0794: McGovern, Marc C.
000903-00-0798: Tauber, Nancy
000903-00-0799: Grassi, Joseph G.
000903-00-0801: Grassi, Joseph G.
000903-00-0803: EXHAUSTED PILE
000903-00-0806: Schuster, Luc
000903-00-0807: Fantini, Alfred B.
000903-00-0809: McGovern, Marc C.
000903-00-0811: McGovern, Marc C.
000903-00-0813: Schuster, Luc
000903-00-0815: Grassi, Joseph G.
000903-00-0816: Fantini, Alfred B.
000903-00-0819: McGovern, Marc C.
000903-00-0821: Schuster, Luc
000903-00-0822: Fantini, Alfred B.
000903-00-0824: Grassi, Joseph G.
000903-00-0826: Schuster, Luc
000903-00-0829: McGovern, Marc C.
000903-00-0831: Grassi, Joseph G.
000903-00-0832: Grassi, Joseph G.
000903-00-0835: Nolan, Patricia M.
000903-00-0836: Nolan, Patricia M.
000903-00-0837: EXHAUSTED PILE
000903-00-0838: Nolan, Patricia M.
000903-00-0841: Grassi, Joseph G.
000903-00-0842: McGovern, Marc C.
000903-00-0844: Grassi, Joseph G.
000903-00-0846: Grassi, Joseph G.
000903-00-0848: Nolan, Patricia M.
000903-00-0850: Fantini, Alfred B.
000903-00-0852: Fantini, Alfred B.
000903-00-0855: Grassi, Joseph G.
000903-00-0857: Fantini, Alfred B.
000903-00-0858: McGovern, Marc C.
000903-00-0860: Fantini, Alfred B.
000903-00-0863: Tauber, Nancy
000903-00-0865: Fantini, Alfred B.
000903-00-0867: Tauber, Nancy
000903-00-0869: Fantini, Alfred B.
000903-00-0870: McGovern, Marc C.
000903-00-0872: McGovern, Marc C.
000903-00-0875: Tauber, Nancy
000903-00-0876: EXHAUSTED PILE
000903-00-0879: Nolan, Patricia M.
000903-00-0881: McGovern, Marc C.
000903-00-0882: EXHAUSTED PILE
000903-00-0884: EXHAUSTED PILE
000903-00-0886: Nolan, Patricia M.
000903-00-0888: Nolan, Patricia M.
000903-00-0890: EXHAUSTED PILE
000903-00-0893: Fantini, Alfred B.
000903-00-0895: EXHAUSTED PILE
000903-00-0896: Nolan, Patricia M.
000903-00-0898: Grassi, Joseph G.
000903-00-0901: Grassi, Joseph G.
000903-00-0903: EXHAUSTED PILE
000903-00-0905: EXHAUSTED PILE
000903-00-0906: Tauber, Nancy
000903-00-0908: EXHAUSTED PILE
000903-00-0910: EXHAUSTED PILE
000903-00-0912: Grassi, Joseph G.
000903-00-0914: Grassi, Joseph G.
000903-00-0917: Fantini, Alfred B.
000903-00-0919: EXHAUSTED PILE
000903-00-0921: McGovern, Marc C.
000903-00-0923: Tauber, Nancy
000903-00-0924: Fantini, Alfred B.
000903-00-0926: EXHAUSTED PILE
000903-00-0928: Tauber, Nancy
000903-00-0929: EXHAUSTED PILE
000903-00-0932: Fantini, Alfred B.
000903-00-0934: Nolan, Patricia M.
000903-00-0935: Schuster, Luc
000903-00-0937: Nolan, Patricia M.
000903-00-0939: Schuster, Luc
000903-00-0941: McGovern, Marc C.
000903-00-0943: Tauber, Nancy
000903-00-0945: Schuster, Luc
000903-00-0948: Nolan, Patricia M.
000903-00-0949: McGovern, Marc C.
000903-00-0952: Schuster, Luc
000903-00-0954: Fantini, Alfred B.
000903-00-0956: Nolan, Patricia M.
000903-00-0958: Grassi, Joseph G.
000903-00-0960: Schuster, Luc
000903-00-0961: Fantini, Alfred B.
000903-00-0964: Schuster, Luc
000903-00-0965: Tauber, Nancy
000903-00-0967: Tauber, Nancy
000903-00-0969: Fantini, Alfred B.
000903-00-0971: Grassi, Joseph G.
000903-00-0974: Schuster, Luc
000903-00-0976: Grassi, Joseph G.
000903-00-0978: Tauber, Nancy
000903-00-0980: Fantini, Alfred B.
000903-00-0982: Nolan, Patricia M.
000903-00-0986: EXHAUSTED PILE
000903-00-0988: Nolan, Patricia M.
000903-00-0990: Tauber, Nancy
000903-00-0991: McGovern, Marc C.
000903-00-0993: EXHAUSTED PILE
000903-00-0996: McGovern, Marc C.
000903-00-0999: Schuster, Luc
000903-00-1000: Tauber, Nancy
000903-00-1002: Fantini, Alfred B.
000903-00-1004: Nolan, Patricia M.
000903-00-1006: Grassi, Joseph G.
000903-00-1008: EXHAUSTED PILE
000903-00-1010: Grassi, Joseph G.
000903-00-1011: EXHAUSTED PILE
000903-00-1014: Grassi, Joseph G.
000903-00-1015: Grassi, Joseph G.
000903-00-1018: Schuster, Luc
000903-00-1019: Tauber, Nancy
000903-00-1021: Tauber, Nancy
000903-00-1023: Nolan, Patricia M.
000903-00-1026: Nolan, Patricia M.
000903-00-1027: Schuster, Luc
000903-00-1029: Grassi, Joseph G.
000903-00-1031: Tauber, Nancy
000903-00-1034: EXHAUSTED PILE
000903-00-1036: EXHAUSTED PILE
000903-00-1037: Fantini, Alfred B.
000903-00-1042: Fantini, Alfred B.
000903-00-1043: EXHAUSTED PILE
000903-00-1045: Nolan, Patricia M.
000903-00-1047: Schuster, Luc
000903-00-1048: EXHAUSTED PILE
000903-00-1051: Schuster, Luc
000903-00-1053: Schuster, Luc
000903-00-1054: Tauber, Nancy
000903-00-1058: Schuster, Luc
000903-00-1060: Grassi, Joseph G.
000903-00-1062: Nolan, Patricia M.
000903-00-1064: Grassi, Joseph G.
000903-00-1066: Schuster, Luc
000903-00-1067: Nolan, Patricia M.
000903-00-1070: McGovern, Marc C.
000903-00-1071: McGovern, Marc C.
000903-00-1073: McGovern, Marc C.
000903-00-1076: Fantini, Alfred B.
000903-00-1078: McGovern, Marc C.
000903-00-1080: McGovern, Marc C.
000903-00-1081: Tauber, Nancy
000903-00-1083: McGovern, Marc C.
000903-00-1086: Grassi, Joseph G.
000903-00-1088: McGovern, Marc C.
000903-00-1089: Fantini, Alfred B.
000903-00-1092: Nolan, Patricia M.
000903-00-1094: Tauber, Nancy
000903-00-1096: Tauber, Nancy
000903-00-1098: Nolan, Patricia M.
000903-00-1100: Schuster, Luc
000903-00-1101: Fantini, Alfred B.
000903-00-1104: Tauber, Nancy
000903-00-1106: McGovern, Marc C.
000903-00-1108: EXHAUSTED PILE
000903-00-1110: Grassi, Joseph G.
000903-00-1112: EXHAUSTED PILE
000903-00-1113: Grassi, Joseph G.
000903-00-1115: Schuster, Luc
000903-00-1117: Nolan, Patricia M.
000903-00-1119: Grassi, Joseph G.
000903-00-1121: Grassi, Joseph G.
000903-00-1122: Fantini, Alfred B.
000903-00-1123: Fantini, Alfred B.
000903-00-1126: Grassi, Joseph G.
000903-00-1128: Fantini, Alfred B.
000903-00-1131: Fantini, Alfred B.
000903-00-1133: EXHAUSTED PILE
000903-00-1134: EXHAUSTED PILE
000903-00-1136: Nolan, Patricia M.
000903-00-1139: Nolan, Patricia M.
000903-00-1141: McGovern, Marc C.
000903-00-1143: Grassi, Joseph G.
000903-00-1145: Grassi, Joseph G.
000903-00-1147: Grassi, Joseph G.
000903-00-1149: Schuster, Luc
000903-00-1150: Schuster, Luc
000903-00-1153: Fantini, Alfred B.
000903-00-1154: Fantini, Alfred B.
000903-00-1156: Fantini, Alfred B.
000903-00-1158: Fantini, Alfred B.
000903-00-1160: Schuster, Luc
000903-00-1163: McGovern, Marc C.
000903-00-1165: Tauber, Nancy
000903-00-1167: Tauber, Nancy
000903-00-1168: Tauber, Nancy
000903-00-1170: Nolan, Patricia M.
000903-00-1173: EXHAUSTED PILE
000903-00-1176: Grassi, Joseph G.
000903-00-1178: Grassi, Joseph G.
000903-00-1179: Nolan, Patricia M.
000903-00-1181: Tauber, Nancy
000903-00-1184: Tauber, Nancy
000903-00-1185: Grassi, Joseph G.
000903-00-1187: Nolan, Patricia M.
000903-00-1188: Grassi, Joseph G.
000903-00-1190: EXHAUSTED PILE
000903-00-1193: Fantini, Alfred B.
000903-00-1195: Schuster, Luc
000903-00-1196: Tauber, Nancy
000903-00-1198: Fantini, Alfred B.
000903-00-1199: Nolan, Patricia M.
000903-00-1202: EXHAUSTED PILE
000903-00-1205: Nolan, Patricia M.
000903-00-1206: McGovern, Marc C.
000903-00-1210: Nolan, Patricia M.
000903-00-1211: Grassi, Joseph G.
000903-00-1213: Schuster, Luc
000903-00-1214: Nolan, Patricia M.
000903-00-1217: Tauber, Nancy
000903-00-1218: EXHAUSTED PILE
000903-00-1220: Nolan, Patricia M.
000903-00-1223: Nolan, Patricia M.
000903-00-1225: McGovern, Marc C.
000903-00-1226: Fantini, Alfred B.
000903-00-1228: Grassi, Joseph G.
000903-00-1230: Grassi, Joseph G.
000903-00-1233: Grassi, Joseph G.
000903-00-1234: Nolan, Patricia M.
000903-00-1236: EXHAUSTED PILE
000903-00-1239: Grassi, Joseph G.
000903-00-1240: EXHAUSTED PILE
000903-00-1243: Grassi, Joseph G.
000903-00-1245: Tauber, Nancy
000903-00-1246: EXHAUSTED PILE
000903-00-1249: EXHAUSTED PILE
000903-00-1250: Schuster, Luc
000903-00-1252: Nolan, Patricia M.
000903-00-1253: Grassi, Joseph G.
000903-00-1257: Fantini, Alfred B.
000903-00-1259: McGovern, Marc C.
000903-00-1261: Schuster, Luc
000903-00-1262: Schuster, Luc
000903-00-1265: McGovern, Marc C.
000903-00-1267: Tauber, Nancy
000903-00-1268: Tauber, Nancy
000903-00-1269: Tauber, Nancy
000903-00-1272: Tauber, Nancy
000903-00-1275: Schuster, Luc
000903-00-1277: Schuster, Luc
000903-00-1279: Nolan, Patricia M.
000903-00-1282: Tauber, Nancy
000903-00-1284: Fantini, Alfred B.
001001-00-0001: Fantini, Alfred B.
001001-00-0003: Schuster, Luc
001001-00-0004: Schuster, Luc
001001-00-0005: McGovern, Marc C.
001001-00-0005: Nolan, Patricia M.
001001-00-0006: EXHAUSTED PILE
001001-00-0006: Schuster, Luc
001001-00-0007: Nolan, Patricia M.
001001-00-0008: Schuster, Luc
001001-00-0008: Fantini, Alfred B.
001001-00-0009: Nolan, Patricia M.
001001-00-0010: Schuster, Luc
001001-00-0010: Schuster, Luc
001001-00-0011: Fantini, Alfred B.
001001-00-0014: Nolan, Patricia M.
001001-00-0016: Grassi, Joseph G.
001001-00-0019: McGovern, Marc C.
001001-00-0021: McGovern, Marc C.
001001-00-0023: Nolan, Patricia M.
001001-00-0024: Schuster, Luc
001001-00-0027: Schuster, Luc
001001-00-0028: Schuster, Luc
001001-00-0031: Schuster, Luc
001001-00-0032: Schuster, Luc
001001-00-0034: Schuster, Luc
001001-00-0036: Nolan, Patricia M.
001001-00-0038: EXHAUSTED PILE
001001-00-0041: Nolan, Patricia M.
001001-00-0043: EXHAUSTED PILE
001001-00-0044: Nolan, Patricia M.
001001-00-0046: Schuster, Luc
001001-00-0048: Schuster, Luc
001001-00-0050: EXHAUSTED PILE
001001-00-0052: Tauber, Nancy
001001-00-0054: Schuster, Luc
001001-00-0057: Nolan, Patricia M.
001001-00-0059: Tauber, Nancy
001001-00-0061: EXHAUSTED PILE
001001-00-0062: Schuster, Luc
001001-00-0065: Schuster, Luc
001001-00-0067: Tauber, Nancy
001001-00-0068: Schuster, Luc
001001-00-0071: Nolan, Patricia M.
001001-00-0072: Schuster, Luc
001001-00-0074: Nolan, Patricia M.
001001-00-0077: Nolan, Patricia M.
001001-00-0079: Schuster, Luc
001001-00-0080: Schuster, Luc
001001-00-0083: Nolan, Patricia M.
001001-00-0084: Tauber, Nancy
001001-00-0087: Schuster, Luc
001001-00-0088: Schuster, Luc
001001-00-0091: Fantini, Alfred B.
001001-00-0093: Tauber, Nancy
001001-00-0094: Tauber, Nancy
001001-00-0097: Nolan, Patricia M.
001001-00-0098: Schuster, Luc
001001-00-0100: Nolan, Patricia M.
001001-00-0102: Nolan, Patricia M.
001001-00-0103: Nolan, Patricia M.
001001-00-0107: McGovern, Marc C.
001001-00-0108: Nolan, Patricia M.
001001-00-0110: Schuster, Luc
001001-00-0112: Nolan, Patricia M.
001001-00-0115: McGovern, Marc C.
001001-00-0117: Schuster, Luc
001001-00-0118: Tauber, Nancy
001001-00-0120: Schuster, Luc
001001-00-0123: INVALID
001001-00-0124: Tauber, Nancy
001001-00-0127: Tauber, Nancy
001001-00-0128: Nolan, Patricia M.
001001-00-0131: INVALID
001001-00-0132: McGovern, Marc C.
001001-00-0134: Tauber, Nancy
001001-00-0137: Schuster, Luc
001001-00-0138: Tauber, Nancy
001001-00-0141: Tauber, Nancy
001001-00-0142: EXHAUSTED PILE
001001-00-0144: McGovern, Marc C.
001001-00-0146: Schuster, Luc
001001-00-0148: Tauber, Nancy
001001-00-0151: Tauber, Nancy
001001-00-0152: Nolan, Patricia M.
001001-00-0154: Nolan, Patricia M.
001001-00-0155: Nolan, Patricia M.
001001-00-0157: Schuster, Luc
001001-00-0160: INVALID
001001-00-0162: Nolan, Patricia M.
001001-00-0163: McGovern, Marc C.
001001-00-0166: Nolan, Patricia M.
001001-00-0167: Nolan, Patricia M.
001001-00-0169: EXHAUSTED PILE
001001-00-0172: Grassi, Joseph G.
001001-00-0173: McGovern, Marc C.
001001-00-0176: Tauber, Nancy
001001-00-0177: Tauber, Nancy
001001-00-0180: Schuster, Luc
001001-00-0181: McGovern, Marc C.
001001-00-0184: McGovern, Marc C.
001001-00-0185: Fantini, Alfred B.
001001-00-0188: Tauber, Nancy
001001-00-0190: Tauber, Nancy
001001-00-0192: Grassi, Joseph G.
001001-00-0194: EXHAUSTED PILE
001001-00-0196: Schuster, Luc
001001-00-0197: Schuster, Luc
001001-00-0199: McGovern, Marc C.
001001-00-0201: McGovern, Marc C.
001001-00-0203: Schuster, Luc
001001-00-0206: Nolan, Patricia M.
001001-00-0208: Grassi, Joseph G.
001001-00-0209: Fantini, Alfred B.
001001-00-0211: Schuster, Luc
001001-00-0213: Fantini, Alfred B.
001001-00-0215: Grassi, Joseph G.
001001-00-0217: Tauber, Nancy
001001-00-0219: Nolan, Patricia M.
001001-00-0221: Nolan, Patricia M.
001001-00-0224: Nolan, Patricia M.
001001-00-0226: Schuster, Luc
001001-00-0228: Fantini, Alfred B.
001001-00-0229: Tauber, Nancy
001001-00-0232: Tauber, Nancy
001001-00-0234: Tauber, Nancy
001001-00-0236: EXHAUSTED PILE
001001-00-0238: Nolan, Patricia M.
001001-00-0240: Nolan, Patricia M.
001001-00-0242: Tauber, Nancy
001001-00-0243: Schuster, Luc
001001-00-0245: Fantini, Alfred B.
001001-00-0247: Tauber, Nancy
001001-00-0250: McGovern, Marc C.
001001-00-0252: McGovern, Marc C.
001001-00-0253: McGovern, Marc C.
001001-00-0255: McGovern, Marc C.
001001-00-0258: McGovern, Marc C.
001001-00-0259: Schuster, Luc
001001-00-0261: Schuster, Luc
001001-00-0264: EXHAUSTED PILE
001001-00-0266: Tauber, Nancy
001001-00-0267: Tauber, Nancy
001001-00-0269: Grassi, Joseph G.
001001-00-0271: EXHAUSTED PILE
001001-00-0274: EXHAUSTED PILE
001001-00-0276: Schuster, Luc
001001-00-0277: EXHAUSTED PILE
001001-00-0279: Fantini, Alfred B.
001001-00-0282: Schuster, Luc
001001-00-0284: Nolan, Patricia M.
001001-00-0287: Tauber, Nancy
001001-00-0289: McGovern, Marc C.
001001-00-0290: Fantini, Alfred B.
001001-00-0292: INVALID
001001-00-0293: Nolan, Patricia M.
001001-00-0296: Grassi, Joseph G.
001001-00-0298: Fantini, Alfred B.
001001-00-0299: Fantini, Alfred B.
001001-00-0300: EXHAUSTED PILE
001001-00-0303: Tauber, Nancy
001001-00-0305: Schuster, Luc
001001-00-0307: McGovern, Marc C.
001001-00-0310: McGovern, Marc C.
001001-00-0312: EXHAUSTED PILE
001001-00-0314: EXHAUSTED PILE
001001-00-0316: Schuster, Luc
001001-00-0318: Nolan, Patricia M.
001001-00-0319: Schuster, Luc
001001-00-0322: Grassi, Joseph G.
001001-00-0323: McGovern, Marc C.
001001-00-0326: Fantini, Alfred B.
001001-00-0327: EXHAUSTED PILE
001001-00-0329: Schuster, Luc
001001-00-0332: Tauber, Nancy
001001-00-0334: Fantini, Alfred B.
001001-00-0335: McGovern, Marc C.
001001-00-0337: EXHAUSTED PILE
001001-00-0340: Fantini, Alfred B.
001001-00-0342: Fantini, Alfred B.
001001-00-0344: Nolan, Patricia M.
001001-00-0346: EXHAUSTED PILE
001001-00-0347: EXHAUSTED PILE
001001-00-0350: Nolan, Patricia M.
001001-00-0352: EXHAUSTED PILE
001001-00-0354: Schuster, Luc
001001-00-0356: Nolan, Patricia M.
001001-00-0359: EXHAUSTED PILE
001001-00-0361: Fantini, Alfred B.
001001-00-0363: Nolan, Patricia M.
001001-00-0364: Schuster, Luc
001001-00-0366: Nolan, Patricia M.
001001-00-0369: Schuster, Luc
001001-00-0371: Fantini, Alfred B.
001001-00-0373: Fantini, Alfred B.
001001-00-0374: McGovern, Marc C.
001001-00-0377: Schuster, Luc
001001-00-0378: Schuster, Luc
001001-00-0380: Grassi, Joseph G.
001001-00-0382: Nolan, Patricia M.
001001-00-0384: Nolan, Patricia M.
001001-00-0386: EXHAUSTED PILE
001001-00-0388: Tauber, Nancy
001001-00-0390: McGovern, Marc C.
001001-00-0391: McGovern, Marc C.
001001-00-0394: EXHAUSTED PILE
001001-00-0397: McGovern, Marc C.
001001-00-0399: EXHAUSTED PILE
001001-00-0400: Schuster, Luc
001001-00-0403: Nolan, Patricia M.
001001-00-0404: Schuster, Luc
001001-00-0406: Tauber, Nancy
001001-00-0408: Tauber, Nancy
001001-00-0410: Grassi, Joseph G.
001001-00-0413: Nolan, Patricia M.
001001-00-0414: EXHAUSTED PILE
001001-00-0417: INVALID
001001-00-0418: EXHAUSTED PILE
001001-00-0421: INVALID
001001-00-0422: INVALID
001001-00-0424: EXHAUSTED PILE
001001-00-0426: Schuster, Luc
001001-00-0427: EXHAUSTED PILE
001001-00-0431: Schuster, Luc
001001-00-0433: Schuster, Luc
001001-00-0434: Nolan, Patricia M.
001001-00-0436: EXHAUSTED PILE
001001-00-0439: Nolan, Patricia M.
001001-00-0441: EXHAUSTED PILE
001001-00-0442: McGovern, Marc C.
001001-00-0445: Fantini, Alfred B.
001001-00-0446: Nolan, Patricia M.
001001-00-0447: Schuster, Luc
001001-00-0449: EXHAUSTED PILE
001001-00-0451: Schuster, Luc
001001-00-0453: Schuster, Luc
001001-00-0456: Tauber, Nancy
001001-00-0459: Grassi, Joseph G.
001001-00-0461: Nolan, Patricia M.
001001-00-0463: Grassi, Joseph G.
001001-00-0464: EXHAUSTED PILE
001001-00-0467: Fantini, Alfred B.
001001-00-0469: Schuster, Luc
001001-00-0470: Fantini, Alfred B.
001001-00-0472: Fantini, Alfred B.
001001-00-0475: McGovern, Marc C.
001001-00-0476: Nolan, Patricia M.
001001-00-0479: Tauber, Nancy
001001-00-0481: EXHAUSTED PILE
001001-00-0482: Fantini, Alfred B.
001001-00-0484: EXHAUSTED PILE
001001-00-0486: Tauber, Nancy
001001-00-0488: Schuster, Luc
001001-00-0490: Tauber, Nancy
001001-00-0492: EXHAUSTED PILE
001001-00-0494: Tauber, Nancy
001001-00-0496: Schuster, Luc
001001-00-0499: Fantini, Alfred B.
001001-00-0501: McGovern, Marc C.
001001-00-0503: McGovern, Marc C.
001001-00-0505: Fantini, Alfred B.
001001-00-0506: Schuster, Luc
001001-00-0508: Nolan, Patricia M.
001001-00-0511: Schuster, Luc
001001-00-0513: Nolan, Patricia M.
001001-00-0514: Fantini, Alfred B.
001001-00-0515: McGovern, Marc C.
001001-00-0518: Nolan, Patricia M.
001001-00-0520: Schuster, Luc
001001-00-0522: EXHAUSTED PILE
001001-00-0525: Nolan, Patricia M.
001001-00-0526: Schuster, Luc
001001-00-0529: Fantini, Alfred B.
001001-00-0531: Tauber, Nancy
001001-00-0533: Tauber, Nancy
001001-00-0535: Fantini, Alfred B.
001001-00-0537: Fantini, Alfred B.
001001-00-0538: Tauber, Nancy
001001-00-0540: Tauber, Nancy
001001-00-0542: EXHAUSTED PILE
001001-00-0545: Fantini, Alfred B.
001001-00-0547: Nolan, Patricia M.
001001-00-0548: Schuster, Luc
